Date	Player	Character	Topic	
Nov 24	Jocelyn	Rory	Military Insight: Nadir	100 Demon Mages, 100 Corruptor Demons, 1500 Lesser Demons, 500 Lesser Corruptors, 150 Demon Knights.  The army is encamped a half day’s march from Castle Thorn.  There countryside is swarming with scouting parties and a number of smaller entrenchments have been constructed, some in locations of dubious strategic value.
Nov 24	Jocelyn	Rory	Underworld Insight: Nadir	Lightbreaker and his army do not seem to have a significant underworld presence.
Nov 24	Jocelyn	Rory	Investigate Enemies: Nadir	Nadir seems to have a particular grievance with Kenrin Arakai.  The Kaelin have whispered about attacking him and he seems eager and amused by the idea.  His forces have been harrying Castle Thorn supply lines, but he has not made an assault on the walls. 
Nov 24	Jocelyn	Rory	Investigate Vices & Routines: Nadir	Nadir seems focused on searching the countryside near Castle Thorn until recently, but that search seems to have stopped.  He regularly sends out dispatches seeking Hope.  He is very focused on his mission, but has seemingly gone out of his way when a rare or unique volume is reported to him. 
Nov 24	Jocelyn	Rory	Military Insight: Mehs' known generals	As a number of Mehs' generals have not made themselves known yet, it is not possible to confirm all of them. Sablegore who was operating on Tear before his presumed death, T'tocs who was defeated in Cestral, Moonshroud who is operating in the Breach, Nadir who is operating near Castle Thorn, and Melisma who is operating in the north of the Nadine Empire. Mwg'rios and My'nok are beginning to make moves, but it is unclear where their attention is focused due to the Mists.
Nov 24	Jocelyn	Rory	Political Insight: Myre	As Myre spent an entire age under the Dark Mists of Myre, having long-ago defeated their nearest neighbors, it has existed almost entirely in isolation for over a century. Ruled by the Smiling Prince and the Seven Mad-Kings of Myre. As the city seems impenetrable, getting more specific information at this time is not possible. What is known, however, is that they are the active enemy of the Blightwood residents and those who live in the Dragon Archipelago, as all shared in the same Age of Myre. Particularly, residents of the Blightwood are considered their greater enemy as they have mounted a number of attempts and attacks on Myre over the years. Due to this, it is rumored that some Myrens have been working with Mehs' demon forces to mutual benefit in the Blightwood.
Nov 24	Jocelyn	Rory	Investigate Rumors: Myre working with Mehs	There seems to be some truth to this rumor, as mages and alchemists from Myre were traveling with a large contingent of demons to burn down huge swaths of the Blightwood.
Nov 24	Jocelyn	Rory	Investigate Rumors: Cole working with Mehs	There seems to be some truth to this rumor, as an excess of ships from Cole was sold to Bellus, and then went into the possession of Mehs. 
Nov 24	Jocelyn	Rory	Military Insight: Myren encampments on Adelrune	While there are small groups of Myren who have traveled to Tear, there are no real military encampments of Myren to be found on Tear.
Nov 24	Jocelyn	Rory	Military Insight: Colish encampments on Adelrune	Cole has a markedly large presence on Tear, as the nation of Cole rules the city of Edge which lies on the northernmost tip of Tear. This settlement was formerly an unmanaged and wild outpost of explorers, gangs, and fortune-seekers, but eventually fell under the leadership of the exiled-Amalgamation Princess Katria De'Fey. She married King Connor of Cole during the War of Radiance, rolling the city of Edge under Colish control at that time. Though it changed hands during the War of Radiance, first to demon occupation, then reclaimed by Unity before being returned to the Colish, it currently is a city dominated by gangs, mercenaries, and merchants.
Nov 24	Taser	Nyk	Investigate Rumors: Knights of Mysteries near Castle Thorn	- Rumor has it, a former Knight of Mysteries has been connected to the Broken Brick. - Rumor has it, a former Knight of Mysteries necromancer felt drawn to serve at Castle Thorn.  - Rumor has it, a former Knight of Mysteries is loudly outspoken against militaristic nations and sole-monarch governements. - Rumor has it, a former Knight of Mysteries was welcomed to Castle Thorn with open arms. - Rumor has it, if you're willing to pay, a former Knight of Mysteries is willing to sell you what you need.
Nov 24	Taser	Nyk	Investigate Rumors: Knights of Mysteries near Redemption	- Rumor has it, when driven out of your home, sometimes it's best to seek Redemption elsewhere. - Rumor has it, if you're willing to pay, a former Knight of Mysteries is willing to sell you what you need. - Rumor has it, that mad mage living in the tunnels used to be a Knight of Mysteries. - Rumor has it, a former Knight of Mysteries served as a logistics officer during the 2nd Crusade. - Rumor has it, a former Knight of Mysteries corrupted themself by drinking too much and living on the shores of Lake Styx.
Nov 24	Taser	Nyk	Investigate Rumors: Knights of Mysteries near Cole	- Rumor has it, the House of Clubs hired a former Knight of Mysteries to guard something important. - Rumor has it, a former Knight of Mysteries is positioned to do well in the next Great Game. - Rumor has it, if you're willing to pay, a former Knight of Mysteries is willing to sell you what you need. - Rumor has it, if you don't know how to read, a former Knight of Mysteries will teach you - for a fee. - Rumor has it, a former Knight of Mysteries has built out many webs of information and contacts at the Spicy Seal.
Nov 24	Taser	Nyk	Investigate Rumors: Knights of Mysteries near Celestine Empire	- Rumor has it, if you're willing to pay, a former Knight of Mysteries is willing to sell you what you need. - Rumor has it, a former Knight of Mysteries is squiring to the Knights of the Pantheon. - Rumor has it, a former Knight of Mysteries went into hiding in the Celestine Empire for political reasons. - Rumor has it, a former Knight of Mysteries has retired and become a school teacher in the Celestine Empire. - Rumor has it, a former Knight of Mysteries attempted an assassination on Belisarius before the Mists descended on Adelrune.
